"","q01","q02","q03","q05","party_registered","q06","q06a","q06b","q07","q16","q24","q36","q37","q38","q39","q40","q45","q46","q46a","q46b","d1","d1a","d2","d3","d4","d4a","d5","d5a","d6","d7","d8","d9","d9a","d10","d10a","d11","county","language","gender","weight","pres_ticketpref","year"
"3241","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,1,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","[VOL] don't know","most of the time","a few big interests","some","somewhat conservative","fair amount","nearly always","yes",64,"55 to 64","own",5,"yes","Have kids, public schools","part-time employed",NA,"divorced","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would","$20,000 to under $40,000","LOS ANGELES","English","Female",0.667289218087057,"Republican",2012
"3242","right direction","[VOL] don't know","[VOL] don't know","no",NA,0,0,1,NA,NA,"approve","approve","approve","most of the time","benefit of all of the people","[VOL] don't know","very conservative","only a little","never","no",30,"25 to 34","rent",2,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not",NA,"SAN BERNARDINO","Spanish","Male",2.20886312751443,"Republican",2012
"3243","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","most of the time","a few big interests","a lot","somewhat conservative","great deal","always","yes",50,"45 to 54","own",11,"yes","Have kids, private schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would",NA,"KERN","English","Female",0.359670890867125,"Republican",2012
"3244","right direction","[VOL] don't know","yes, moderate recession","no",NA,0,0,2,NA,NA,"approve","approve","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","only a little","never","yes",42,"35 to 44","own",12,"yes","Have kids, public schools","not-employed","not employed, homemaker","married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$40,000 to under $60,000","RIVERSIDE","Spanish","Female",3.30323258273695,"Democratic",2012
"3245","wrong direction","bad times","yes, serious recession","yes","Republican",0,2,0,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","somewhat conservative","fair amount","always","yes",46,"45 to 54","own",12,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$100,000 to under $200,000","BUTTE","English","Male",0.398571580999583,"Republican",2012
"3246","wrong direction","good times","yes, serious recession","no",NA,0,0,4,NA,NA,"[VOL] don't know","approve","[VOL] don't know","most of the time","benefit of all of the people","some","[VOL] don't know","great deal","[VOL] don't know","yes",50,"45 to 54","rent",14,"yes","Have kids, public schools","part-time employed",NA,"widowed","Some college","Caucasian or White And Non-Hispanic","yes",NA,NA,"no, would not","Under $20,000","SAN BERNARDINO","English","Female",1.28693395643327,NA,2012
"3247","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,1,"Barack Obama and Joe Biden","very closely","disapprove","[VOL] don't know","approve","only some of the time","a few big interests","a lot","somewhat liberal","only a little","part of the time","yes",68,"65 or older","rent",25,"no","Do not have kids 18 or younger","not-employed","not employed, retired","separated","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","Under $20,000","LOS ANGELES","Spanish","Female",0.143000000000003,"Republican",2012
"3248","right direction","good times","yes, mild recession","yes","Democrat",2,0,0,"Mitt Romney and Paul Ryan","very closely","approve","approve","approve","just about always","benefit of all of the people","some","somewhat liberal","fair amount","always","yes",63,"55 to 64","own",12,"no","Do not have kids 18 or younger","full-time employed",NA,"married","High school graduate/GED","Black or African American","yes",NA,"Protestant","yes, would","$20,000 to under $40,000","SAN BERNARDINO","English","Male",0.484474112339765,"Democratic",2012
"3249","right direction","good times","yes, moderate recession","no",NA,0,0,1,NA,NA,"[VOL] don't know","approve","approve","just about always","benefit of all of the people","some","somewhat conservative","only a little","never","no",35,"35 to 44","rent",6,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Protestant","yes, would","$20,000 to under $40,000","LOS ANGELES","Spanish","Male",1.51873993921907,"Republican",2012
"3250","right direction","bad times","yes, moderate recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",53,"45 to 54","own",28,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion",NA,"$40,000 to under $60,000","LOS ANGELES","English","Male",1.81181119889143,"Republican",2012
"3251","right direction","good times","yes, mild recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","just about always","[VOL] don't know","don't waste very much","very conservative","fair amount","nearly always","yes",69,"65 or older","rent",30,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","High school graduate/GED","Black or African American","yes",NA,"Protestant","yes, would","$20,000 to under $40,000","LOS ANGELES","English","Female",0.428092724163397,"Democratic",2012
"3252","wrong direction","bad times","yes, moderate recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",59,"55 to 64","own",15,"no","Do not have kids 18 or younger","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$200,000 or more","ORANGE","English","Male",0.499300621381123,"Republican",2012
"3253","right direction","good times","yes, serious recession","[VOL] don't know",NA,0,0,3,NA,NA,"approve","disapprove","disapprove","most of the time","benefit of all of the people","some","somewhat liberal","none","seldom","no",32,"25 to 34","rent",6,"yes","Have kids, public schools","part-time employed",NA,NA,"High school graduate/GED","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","yes, would","$20,000 to under $40,000","SONOMA","Spanish","Female",2.51199847206738,"Other",2012
"3254","wrong direction","bad times","yes, moderate recession","yes","Republican",0,3,0,"Mitt Romney and Paul Ryan","fairly closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","some","middle-of-the-road","great deal","always","yes",36,"35 to 44","rent",1,"yes","Have kids, public schools","part-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion",NA,"$40,000 to under $60,000","PLACER","English","Female",0.50369993612878,NA,2012
"3255","wrong direction","good times","yes, moderate recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","fairly closely","[VOL] don't know","approve","[VOL] don't know","only some of the time","benefit of all of the people","a lot","middle-of-the-road","fair amount","always","yes",74,"65 or older","[VOL] neither",13,"no","Do not have kids 18 or younger","part-time employed",NA,"widowed","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$20,000 to under $40,000","ALAMEDA","English","Female",0.209337441417942,"Democratic",2012
"3256","right direction","bad times","no","yes","Democrat",3,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",NA,"35 to 44","own",10,"no","Do not have kids 18 or younger","full-time employed",NA,"separated","College graduate",NA,"yes",NA,"Protestant","yes, would",NA,"SAN JOAQUIN","English","Female",0.702849097199576,NA,2012
"3257","right direction","good times",NA,"yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","only some of the time","benefit of all of the people","some","somewhat liberal","great deal","always","yes",28,"25 to 34","own",2,"yes","Have kids, not old enough to attend school","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion",NA,"$200,000 or more","LOS ANGELES","English","Male",2.14865026798055,"Democratic",2012
"3258","right direction","good times","yes, moderate recession","yes","Independent",0,0,3,"[VOL] don't know","very closely","disapprove","approve","disapprove","most of the time","a few big interests","some","middle-of-the-road","great deal","always","yes",54,"45 to 54","own",20,"yes","Have kids, public schools","[VOL] don't know/refuse",NA,NA,NA,NA,NA,"[VOL] refuse",NA,NA,NA,"LOS ANGELES","English","Male",0.348450310450507,"Other",2012
"3259","right direction","bad times","yes, serious recession","no",NA,0,0,3,NA,NA,"approve","approve","approve","only some of the time","benefit of all of the people","don't waste very much","somewhat liberal","fair amount","seldom","no",19,"18 to 24","rent",0,"no","Do not have kids 18 or younger","not-employed","not employed, student","never married","Some high school or less","Black or African American","no","yes, U.S. citizen","Protestant","yes, would","Under $20,000","LOS ANGELES","English","Male",3.19759499329603,"Other",2012
"3260","right direction","good times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","most of the time","benefit of all of the people","some","very liberal","great deal","always","yes",80,"65 or older","own",50,"no","Do not have kids 18 or younger","[VOL] disabled/On Disability",NA,"married","College graduate","Black or African American","yes",NA,"Protestant","yes, would","$60,000 to under $80,000","LOS ANGELES","English","Female",0.306548473260875,"Democratic",2012
"3261","right direction","[VOL] don't know","yes, moderate recession","no",NA,0,0,2,NA,NA,"approve","approve","approve","just about always","benefit of all of the people","a lot","very conservative","only a little","never","no",63,"55 to 64","rent",2,"no","Do not have kids 18 or younger","not-employed","not employed, not looking for work","married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","ALAMEDA","Spanish","Female",2.47047045119981,"Democratic",2012
"3262","right direction","good times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","just about always","[VOL] don't know","a lot","middle-of-the-road","great deal","always","yes",58,"55 to 64","rent",10,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","LOS ANGELES","English","Male",1.43375353338208,"Democratic",2012
"3263","right direction","good times","no","yes","Independent",0,0,2,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","most of the time","a few big interests","some","somewhat liberal","great deal","always","yes",76,"65 or older","own",24,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion",NA,"$100,000 to under $200,000","SONOMA","English","Male",0.229334021052394,"Democratic",2012
